ITEM_ID,ITEM_NAME,BRAND,L1_CATEGORY,L2_CATEGORY,L3_CATEGORY,COMPANY,SUPPLY_TYPE,SEGMENT,TAX_RATE
142719,"Cureskin Mineral Sunscreen Matte Finish Tinted Spf 50 Pa++++ | Broad Spectrum Sun (Uva/Uvb/Ir) Protection With Titanium Dioxide,",Cureskin,Beauty And Grooming,Body Lotion,Sunscreen,Cure And Care Wellness Private Limited,WH - Ambient,KnS,18
506285,"Quench Vitamin C Korean Sheet Mask For Instant Glow (Face Mask),20ml",Quench Botanics,Beauty And Grooming,Face And Lip Care,Face Care,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,5
195107,"Quench Vitamin C Korean Sheet Mask For Instant Glow (Face Mask),20ml",Quench Botanics,Beauty And Grooming,Face And Lip Care,Face Care,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,5
956477,"Just Herbs Paint Me Red Beauty Bag | Gifts For Her | Creamy Matte Lipstick, Lip Gloss, Waterproof Kajal, Nail Polish | Travel Makeup Pouch",Just Herbs,Beauty And Grooming,Beauty Accessories,Beauty Tools,Marico Limited,WH - Ambient,KnS,18
292962,Rexona Advanced Brightening Roll-On Motion Activated  Deodorant For Women,Rexona,Bath Body And Hair,"Perfumes, Deos And Talc",Roll Ons,Unilever International,WH - Ambient,KnS,18
172629,Rexona Invisible Dry + Fresh Roll-On Motion Activated  Deodorant For Women,Rexona,Bath Body And Hair,"Perfumes, Deos And Talc",Roll Ons,Unilever International,WH - Ambient,KnS,18
142941,Rexona Free Spirit Roll-On Motion Activated  Deodorant For Women,Rexona,Bath Body And Hair,"Perfumes, Deos And Talc",Roll Ons,Unilever International,WH - Ambient,KnS,18
799446,Rexona Powder Dry Roll On Motion Activated  Deodorant For Women,Rexona,Bath Body And Hair,"Perfumes, Deos And Talc",Roll Ons,Unilever International,WH - Ambient,KnS,18
520268,Vlcc Shape Up Slimming Oil,Vlcc,Bath Body And Hair,Body Lotion,Body Oils,Happily Unmarried Marketing Pvt Ltd.,WH - Ambient,KnS,5
135390,"Aroma Magic 3 In 1 Jasmine Blossom Body Wash For Skin, Hair, And Body",Aroma Magic,Bath Body And Hair,Shower Gel,Body Wash,Blossom Kochhar Beauty Products Private Limited,WH - Ambient,KnS,5
112582,Xo Curls Hydrating Leave-In Conditioner For Frizz Free Shiny Hair,Xo Curls,Bath Body And Hair,Shampoo And Conditioner,Conditioner,Redsircle Wellness (P) Ltd,WH - Ambient,KnS,5
832270,Bombay Shaving Company Deodorant Spray - Aqua,Bombay Shaving Company,Bath Body And Hair,"Perfumes, Deos And Talc",Deos,Visage Lines Personal Care Pvt. Ltd.,WH - Ambient,KnS,18
545254,"Mannlich Underarm Roll On, 2% Kojic & Lactic Acid, 4% Aha & Bha, Fades Dark Spots, Pigmentation & Bad Odor",Mannlich,Bath Body And Hair,"Perfumes, Deos And Talc",Roll Ons,Kudev Private Limited,WH - Ambient,KnS,18
651598,Olay Regenerist Retinol 24 Night Moisturiser,Olay,Beauty And Grooming,Face Cream,Moisturising Cream,Procter & Gamble,WH - Ambient,KnS,5
802364,Durex Air Ultra Thin Condom,Durex,Hygiene And Wellness,Sexual Wellness,Condoms,Reckitt Benckiser India Pvt Ltd,WH - Ambient,KnS,0
238149,Durex Extra Time Longer Lasting Condom,Durex,Hygiene And Wellness,Sexual Wellness,Condoms,Reckitt Benckiser India Pvt Ltd,WH - Ambient,KnS,0
994420,Clensta Rome Men's Deodorant,Clensta,Bath Body And Hair,"Perfumes, Deos And Talc",Deos,Florida Beauty Labs Private Limited,WH - Ambient,KnS,18
993109,Clensta Milan Men's Deodorant,Clensta,Bath Body And Hair,"Perfumes, Deos And Talc",Deos,Florida Beauty Labs Private Limited,WH - Ambient,KnS,18
337935,Clensta Barcelona Men's Deodorant,Clensta,Bath Body And Hair,"Perfumes, Deos And Talc",Deos,Florida Beauty Labs Private Limited,WH - Ambient,KnS,18
958157,Revlon Touch & Glow Moisturising Makeup Foundation - Warm Mist,Revlon,Makeup,Face Makeup,Foundation,Modi Mundipharma Private Limited,WH - Ambient,KnS,5
240002,Revlon Touch & Glow Moisturising Makeup Foundation - Natural Mist,Revlon,Makeup,Face Makeup,Foundation,Modi Mundipharma Private Limited,WH - Ambient,KnS,5
184737,"Quench Rice Water Sheet Mask,20ml & Quench Vitamin C Korean Sheet Mask,20ml",Quench,Beauty And Grooming,Face And Lip Care,Face Care,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,18
558297,"Quench 96% Snail Mucin Collagen Boost Serum,30ml & Quench 92% Snail Mucin Collagen Boost Moisturizer,50ml",Quench,Beauty And Grooming,Face And Lip Care,Face Care,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,18
986212,"Quench Snail Mucin Collagen Boost Mask,45g & Quench Snail Mucin Face Wash,100g",Quench,Beauty And Grooming,Face And Lip Care,Face Care,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,18
562589,"Mannlich Intimate Or Private Hair Removal Cream For Men(100ml),Intimate Foamimg Wash For Men Ph Balanced & Dermatologically Tested(150ml)",Mannlich,Beauty And Grooming,Mens Grooming,Hair Removal Cream,Kudev Private Limited,WH - Ambient,KnS,5
162784,"Quench Acne/Pimple Patches With Tea Tree Oil,24 Pieces & Quench Brightening Korean Sheet Mask,25g",Quench,Beauty And Grooming,Face And Lip Care,Face Care,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,5
402538,"Quench Bubble Face Sheet Mask,21ml & Quench Vitamin C Korean Sheet Mask,20 Ml",Quench,Beauty And Grooming,Face And Lip Care,Face Care,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,5
968888,"Quench Brightening Korean Sheet Mask,25g & Quench Rice Water Sheet Mask,20ml",Quench,Beauty And Grooming,Face And Lip Care,Face Care,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,5
732416,"Quench Brightening Korean Sheet Mask,25g & Quench Bubble Face Sheet Mask,21ml",Quench,Beauty And Grooming,Face And Lip Care,Face Care,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,5
972417,"Quench Acne/Pimple Patches With Tea Tree Oil,24 Pieces & Quench Rice Water Sheet Mask,20ml",Quench,Beauty And Grooming,Face And Lip Care,Face Care,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,5
658266,"Quench Acne/Pimple Patches With Tea Tree Oil,24 Pieces & Quench Bubble Face Sheet Mask,21ml",Quench,Beauty And Grooming,Face And Lip Care,Face Care,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,5
665069,"Quench Vitamin C Korean Sheet Mask,20ml & Quench Bubble Face Sheet Mask,21ml",Quench,Beauty And Grooming,Face And Lip Care,Face Care,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,5
935436,"Quench Acne/Pimple Patches With Tea Tree Oil,24 Pieces & Quench Vitamin C Korean Sheet Mask,20ml",Quench,Beauty And Grooming,Face And Lip Care,Face Care,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,5
527920,"Quench Bubble Face Sheet Mask,21ml & Quench Rice Water Sheet Mask,20ml",Quench,Beauty And Grooming,Face And Lip Care,Face Care,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,5
509860,Sofy Anti-Bacteria Xl Sanitary Pads (Extra Long) - 235.7 G,Sofy,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Unicharm India Pvt. Ltd.,WH - Ambient,KnS,5
214571,Sofy Antibacteria Super Xl Sanitary Pads (Extra Large) - 235.7g,Sofy,Hygiene And Wellness,Feminine Hygiene,Sanitary Pads,Unicharm India Pvt. Ltd.,WH - Ambient,KnS,5
275266,Swiss Beauty Clean & Glow Makeup Remover Wipes,Swiss Beauty,Makeup,Face Makeup,Makeup Remover,Swiss Beauty World Cosmetic Pvt. Ltd.,WH - Ambient,KnS,5
269488,Mamaearth Moisture Matte Longstay Lipstick  Red Caramel,Mamaearth,Makeup,Lip Makeup,Lipsticks,Honasa Consumer Pvt Ltd,WH - Ambient,KnS,18
857316,Swiss Beauty Bold Matte Pencil Lip Liner (11 Purple),Swiss Beauty,Makeup,Lip Makeup,Lip Liner,Swiss Beauty World Cosmetic Pvt. Ltd.,WH - Ambient,KnS,18
660376,"Blue Heaven Intense Matte Lipstick, Pink Rose",Blue Heaven,Makeup,Lip Makeup,Lipsticks,Esme Consumer Pvt. Ltd.,WH - Ambient,KnS,18
724562,"Blue Heaven Intense Matte Lipstick, Sandy Beach",Blue Heaven,Makeup,Lip Makeup,Lipsticks,Esme Consumer Pvt. Ltd.,WH - Ambient,KnS,18
774984,Green Milk Concepts Oliosmooth Ayurvedic Cream For Cracked Heels & Dry Feet,Green Milk Concepts,Beauty And Grooming,Body Lotion,Skin Care,Satori Creatives Llp,WH - Ambient,KnS,18
657604,"Green Milk Concepts Diafc Moisturising Foot Lotion - Foot Cream For Dry Feet & Cracked Heels, 200 Ml",Green Milk Concepts,Beauty And Grooming,Body Lotion,Skin Care,Satori Creatives Llp,WH - Ambient,KnS,18
900415,Underated Sunscreen Spf 50 Pa++++ Powred With Vit C & Vit E,Underated,Beauty And Grooming,Body Lotion,Sunscreen,Skinncells Seasons Private Limited,WH - Ambient,KnS,18
431449,Underated 8% Glycolic Acid + 1% Salicylic Acid + 1% Gdl  Multipurpose Tonning Solution,Underated,Beauty And Grooming,Face Cream,Cleansers And Toners,Skinncells Seasons Private Limited,WH - Ambient,KnS,18
111707,Boldedge Anchor Kit,Boldedge,Hygiene And Wellness,Sexual Wellness,Sexual Wellness Kit,Gaunac India Llp,WH - Ambient,KnS,5
133471,Boldedge Knotty Kit,Boldedge,Hygiene And Wellness,Sexual Wellness,Sexual Wellness Kit,Gaunac India Llp,WH - Ambient,KnS,5
668608,Boldedge Mini Jeff Wand Personal Massager,Boldedge,Hygiene And Wellness,Sexual Wellness,Sexual Enhancers,Gaunac India Llp,WH - Ambient,KnS,5
400386,Soak Shield Premium Adult Diaper - Pant Style - Extra Large,Soak Shield,Hygiene And Wellness,Basic Pharma,Adult Diaper,Cipla Health Limited,WH - Ambient,KnS,5
334626,Soak Shield Premium Adult Diaper - Pant Style - Medium,Soak Shield,Hygiene And Wellness,Basic Pharma,Adult Diaper,Cipla Health Limited,WH - Ambient,KnS,5
372464,Soak Shield Premium Adult Diaper - Pant Style - Large,Soak Shield,Hygiene And Wellness,Basic Pharma,Adult Diaper,Cipla Health Limited,WH - Ambient,KnS,5
595888,Be. On Dnd Natural Sleeping Aid | Travel Pack 20 Capsules,Be.,Hygiene And Wellness,Vitamins And Digestives,Multivitamin Supplements,Be Wellness India Private Limited,WH - Ambient,KnS,5
707517,Be. Sexy Collagen Powder For Healthy Skin,Be.,Hygiene And Wellness,Vitamins And Digestives,Multivitamin Supplements,Be Wellness India Private Limited,WH - Ambient,KnS,5
910270,Be. Sexy Veg Collagen Powder Mix Fruit,Be.,Hygiene And Wellness,Vitamins And Digestives,Multivitamin Supplements,Be Wellness India Private Limited,WH - Ambient,KnS,5
401602,Be. Handsome Healthy Beard Hair Supplement 20 Capsules| Travel Pack |,Be.,Hygiene And Wellness,Vitamins And Digestives,Multivitamin Supplements,Be Wellness India Private Limited,WH - Ambient,KnS,5
589060,Sirona Impower Self Defence Pepper Spray Pepper For Woman Safety,Sirona,Hygiene And Wellness,Women's Safety,Self Defense,Sirona Hygiene Pvt. Ltd.,WH - Ambient,KnS,5
606089,Be Bodywise 30% Urea Foot Cream Roll On | Helps Repair And Moisturise Cracked Heelss -,Be Bodywise,Hygiene And Wellness,Basic Pharma,Foot Care,Mosaic Wellness Private Limited,WH - Ambient,KnS,5
113998,"Aroma Care Anti Dandruff Shampoo, For Strog Hair",Aroma Care,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Paras Cosmeics Pvt Ltd,WH - Ambient,KnS,5
931458,Kimirica Bridgerton Midnight Masquerade Body Mist,Kimirica,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Kimirica Lifestyle Private Limited,WH - Ambient,KnS,5
305144,Kimirica Bridgerton Mayfair Soiree Body Mist,Kimirica,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Kimirica Lifestyle Private Limited,WH - Ambient,KnS,5
248597,Bare Necessities Wrapped In Love Gift Set | Elegant Valentines Day Gift Set,Bare Necessities,Bath Body And Hair,Gift Packs,Personal Care Gift,Bare Necessities Zero Waste Solutions Pvt Ltd,WH - Ambient,KnS,5
423314,Ras Luxury Skincare Glow Boosting Set,Ras Luxury Skincare,Bath Body And Hair,Gift Packs,Personal Care Gift,Ras Beauty Private Limited,WH - Ambient,KnS,5
451106,Moody Hello Kitty Glass Skin Duo With Travel Pouch,Moody,Bath Body And Hair,Gift Packs,Personal Care Gift,Ras Beauty Private Limited,WH - Ambient,KnS,5
100106,Botanical Luxuriate Tea Tree 100% Natural Anti Lice And Nits Shampoo,Botanical Luxuriate,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Botanical Luxuriate Private Limited,WH - Ambient,KnS,5
410729,Carlton London Women Muse Edp,Carlton London,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Progressive Lifestyles Pvt Ltd,WH - Ambient,KnS,18
518841,Carlton London Men Activ Edp,Carlton London,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Progressive Lifestyles Pvt Ltd,WH - Ambient,KnS,5
730521,Carlton London Women Dream Edp,Carlton London,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Progressive Lifestyles Pvt Ltd,WH - Ambient,KnS,18
270871,Sanfe Flix Reusable Silicone Nipple Cover | 10 Times Reusable | Skin-Friendly Adhesive Pasties For Women | Nipple Pasties For Women,Sanfe,Makeup,Makeup Brushes And Tools,Nipple Cover,Redroomtechnology Private Limited,WH - Ambient,KnS,18
328472,Swiss Beauty Wing & Volume Eye Makeup Gift Set,Swiss Beauty,Makeup,Gift Set,Makeup Kit,Swiss Beauty World Cosmetic Pvt. Ltd.,WH - Ambient,KnS,18
742031,Swiss Beauty Line & Fine Lip Duo Gift Set,Swiss Beauty,Makeup,Gift Set,Makeup Kit,Swiss Beauty World Cosmetic Pvt. Ltd.,WH - Ambient,KnS,18
296834,Revlon Colorstay Satin Ink Liquid Lip Color - Seal The Deal,Revlon,Makeup,Lip Makeup,Lipsticks,Modi Mundipharma Private Limited,WH - Ambient,KnS,18
591557,Love Earth Liquid Mousse Matte Lipstick  Reds,Love Earth,Makeup,Lip Makeup,Lipsticks,Love Earth Pvt. Ltd.,WH - Ambient,KnS,18
797679,Love Earth Liquid Mousse Matte Lipstick  Browns,Love Earth,Makeup,Lip Makeup,Lipsticks,Love Earth Pvt. Ltd.,WH - Ambient,KnS,18
387241,Love Earth Liquid Mousse Matte Lipstick  Brights,Love Earth,Makeup,Lip Makeup,Lipsticks,Love Earth Pvt. Ltd.,WH - Ambient,KnS,18
921583,Love Earth Liquid Mousse Matte Lipstick  Deeps,Love Earth,Makeup,Lip Makeup,Lipsticks,Love Earth Pvt. Ltd.,WH - Ambient,KnS,18
415779,"Sanfe Flix Cotton Nipple Covers, Breathable Nipple Pasties, No Show Bra For Women, Skin Friendly, Disposable White",Sanfe,Makeup,Makeup Brushes And Tools,Nipple Cover,Redroomtechnology Private Limited,WH - Ambient,KnS,5
509104,Bare Anatomy Curl Defining Gel | 48 Hours Curl Retention With Hyaluronic Acid,Bare Anatomy,Bath Body And Hair,Hair Oil And Serum,Hair Gel,Onesto Labs Private Limited,WH - Ambient,KnS,18
397232,Chopard Pink Wish Eau De Toilette,Chopard,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Primespot Retail Pvt Ltd,WH - Ambient,KnS,18
894220,Plum Body Lovin' Juice Or Dare Eau De Parfum,Plum,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Pureplay Skin Sciences (India) Pvt. Ltd.,WH - Ambient,KnS,5
874375,"Muuchstac Ocean Face Wash For Men | Fight Acne & Pimples, Brighten Skin, Clears Dirt, Oil Control, Refreshing Feel - Multi-Action Formula",Muuchstac,Bath Body And Hair,Face Wash And Scrub,Face Wash,Godrej Consumer Products Limited,WH - Ambient,KnS,18
997297,"Muuchstac Ocean Face Wash For Men | Fight Acne & Pimples, Brighten Skin, Clears Dirt, Oil Control, Refreshing Feel",Muuchstac,Bath Body And Hair,Face Wash And Scrub,Face Wash,Godrej Consumer Products Limited,WH - Ambient,KnS,18
978507,Got2b Glued Blasting Freeze Hairspray With Ultra Strong Hold & Lasts Upto 72 Hrs,Got2b,Bath Body And Hair,Hair Oil And Serum,Hair Spary,Henkel Ag & Co.,WH - Ambient,KnS,18
359245,Got2b Glued Blasting Freeze Hairspray With Ultra Strong Hold & Lasts Upto 72 Hrs,Got2b,Bath Body And Hair,Hair Oil And Serum,Hair Spary,Henkel Ag & Co.,WH - Ambient,KnS,18
425925,Pilgrim The French Love Collection Women Edp Gift Set,Pilgrim,Bath Body And Hair,"Perfumes, Deos And Talc",Perfumes,Heavenly Secrets Pvt. Ltd,WH - Ambient,KnS,5
117370,"Got2b Dry Shampoo Instant Fresh Up Extra Instant Fresh Up, For 48hrs Fragrance",Got2b,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Henkel Ag & Co.,WH - Ambient,KnS,5
494611,"Got2b Dry Shampoo Instant Fresh Up Extra Volume, Cleanser With 48hrs Fragrance",Got2b,Bath Body And Hair,Shampoo And Conditioner,Shampoo,Henkel Ag & Co.,WH - Ambient,KnS,5
280996,Got2b Glued Water Resistant Spiking Gel With Ultra Strong Hold For Upto 72hrs,Got2b,Bath Body And Hair,Hair Oil And Serum,Hair Gel,Henkel Ag & Co.,WH - Ambient,KnS,18
971270,Rexona Motion Activated Shower Clean Underarm Roll-On Deodorant,Rexona,Bath Body And Hair,"Perfumes, Deos And Talc",Roll Ons,Unilever International,WH - Ambient,KnS,18
303992,"Axe Intense Body Spray Deodorant For Men, 72h Odour Protection",Axe,Bath Body And Hair,"Perfumes, Deos And Talc",Deos,Unilever International,WH - Ambient,KnS,18
955672,Axe Gold Temptation Body Spray Deodorant – Exotic Spiced Fragrance,Axe,Bath Body And Hair,"Perfumes, Deos And Talc",Deos,Unilever International,WH - Ambient,KnS,18
199187,Clensta Madrid Men's Deodorant,Clensta,Bath Body And Hair,"Perfumes, Deos And Talc",Deos,Florida Beauty Labs Private Limited,WH - Ambient,KnS,18
397918,Ustraa O.G Deodorant Body Spray For Men,Ustraa,Bath Body And Hair,"Perfumes, Deos And Talc",Deos,Happily Unmarried Marketing Pvt Ltd.,WH - Ambient,KnS,18
833462,Colors Queen Mask Fit Red Cushion Foundation Almond Glow 03,Colors Queen,Makeup,Face Makeup,Foundation,D.N. Enterprises,WH - Ambient,KnS,18
760868,Colors Queen Brow Master Eyebrow Definer Pencil - Black,Colors Queen,Makeup,Eye Makeup,Eyebrow Pencils,D.N. Enterprises,WH - Ambient,KnS,18
129934,Colors Queen Mask Fit Red Cushion Foundation Natural Beige 02,Colors Queen,Makeup,Face Makeup,Foundation,D.N. Enterprises,WH - Ambient,KnS,18
800851,Belif Uv Protector Multi Sun Screen,Belif,Beauty And Grooming,Body Lotion,Sunscreen,Holistique Beauty Products Private Limited,WH - Ambient,KnS,18
287163,Dermatouch Ceramide Hyaluronic Acid Moisturizer For Intense Moisturization And Barrier Repair | For Dry Skin,Dermatouch,Beauty And Grooming,Face Cream,Moisturising Cream,Cloud Wellness Pvt Ltd,WH - Ambient,KnS,18
396424,"Dermatouch Bright & Even Skin Tone Alcohol Free Toner With 3% Niacinamide – Face Toner For Dullness, Dehydration & Open Pores / Suitable For All Skin Types",Dermatouch,Beauty And Grooming,Face Wash And Scrub,Cleansers And Toners,Cloud Wellness Pvt Ltd,WH - Ambient,KnS,18
536490,Shy-Nm Shields & Strengthens Sensitivity Teeth Toothpaste,Shy-Nm,Hygiene And Wellness,Oral Care,Toothpaste,Group Pharmaceuticals Limited,WH - Ambient,KnS,5
883814,Foxtale Eternal Light Gluta - Vit C Advanced Brightening Serum 30ml,Foxtale,Beauty And Grooming,Face And Lip Care,Face Care,Foxtale Consumer Pvt Ltd Shivashray Enterprise,WH - Ambient,KnS,18
847982,"Neude Skin Butter Mousse Weightless Face Moisturizer For Bouncy, Deeply Hydrated Glow",Neude Skin,Beauty And Grooming,Face Cream,Moisturising Cream,Au Naturel Beauty Pvt Ltd,WH - Ambient,KnS,18
157253,Foxtale Spf50 Glow Sunscreen | Vit C + Niacinamide 80ml,Foxtale,Beauty And Grooming,Body Lotion,Sunscreen,Foxtale Consumer Pvt Ltd Shivashray Enterprise,WH - Ambient,KnS,5
260407,"Maybelline New York Baby Lips Color Lip Balm With Spf 11 Up To 24h Moisture - Cherry Kiss,4g",Maybelline,Beauty And Grooming,Face And Lip Care,Lip Balm,L'oreal India Pvt Ltd,WH - Ambient,KnS,5
305379,"Maybelline New York Baby Lips Color Lip Balm With Spf 11 Up To 24h Moisture - Pink Lolita,4g",Maybelline,Beauty And Grooming,Face And Lip Care,Lip Balm,L'oreal India Pvt Ltd,WH - Ambient,KnS,18
538845,Foxtale 15% Vitamin C Face Serum For Brighter Skin 30ml,Foxtale,Beauty And Grooming,Face And Lip Care,Face Care,Foxtale Consumer Pvt Ltd Shivashray Enterprise,WH - Ambient,KnS,18
874040,Quench Mon Cherry Dirt Dissolving Cleansing Balm (Korean Makeup Remover),Quench,Beauty And Grooming,Face Makeup,Cleansers And Toners,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,18
349556,Neude Skin Dew Face Moisturizer Gel With Milk & Green Tea For Oil-Free Nourishment & Acne Control,Neude Skin,Beauty And Grooming,Face Cream,Moisturising Cream,Au Naturel Beauty Pvt Ltd,WH - Ambient,KnS,18
741514,Newish Pure Aloe Vera Gel For Healthy Skin & Hair (Unisex),Newish,Beauty And Grooming,Face And Lip Care,Face Care,Baby & Mom Retail Private Limited,WH - Ambient,KnS,5
686044,"Newish Red Chilli Pepper Spray For Women’s Safety, Powerful Stream Self-Defence Spray",Newish,Hygiene And Wellness,Women's Safety,Self Defense,Baby & Mom Retail Private Limited,WH - Ambient,KnS,18
204128,Enafix Enamel Protection Toothpaste,Enafix,Hygiene And Wellness,Oral Care,Toothpaste,Group Pharmaceuticals Limited,WH - Ambient,KnS,5
639876,Pediflor Kidz Bubblegum Flavour Toothpaste,Pediflor,Hygiene And Wellness,Oral Care,Kids Toothpaste,Group Pharmaceuticals Limited,WH - Ambient,KnS,5
356364,Sugar Pop Makeup Setting Spray With Spf 15,Sugar Pop,Makeup,Face Makeup,Setting Spray,Vellvette Lifestyle Pvt Ltd,WH - Ambient,KnS,18
985325,Glam21 Mattitude Liquid Matte Lipstick With Vitamin E & Cherry Oil-Dark Like Plum,Glam21,Makeup,Lip Makeup,Lipsticks,Cosmoline Exim Llp,WH - Ambient,KnS,18
521030,Glam21 Mattitude Liquid Matte Lipstick With Vitamin E & Cherry Oil-Nude Crush,Glam21,Makeup,Lip Makeup,Lipsticks,Cosmoline Exim Llp,WH - Ambient,KnS,18
48958,Mamaearth Creamy Matte Long Stay Lipstick - 04 Mauve Bloom,Mamaearth,Makeup,Lip Makeup,Lipsticks,Honasa Consumer Pvt Ltd,WH - Ambient,KnS,18
877190,Mamaearth Soft Matte Long Stay Lipsticks - 01 Mocha Brown,Mamaearth,Makeup,Lip Makeup,Lipsticks,Honasa Consumer Pvt Ltd,WH - Ambient,KnS,18
